Animal ID,Other Identifiers,Response Date,Country,State,County,Location,Latitude,Longitude,Vital Status,Species,Sex,AgeClass,Confirmed Entanglement,Entanglement Type,Entanglement Fishery Certainty,Entanglement Fishery Type,Gear Location - Body,Gear Location - Head,Gear Location - Mouth,Gear Location - Left Pec Flipper,Gear Location - Right Pec Flipper,Gear Location - Tailstock,Gear Location - Flukes,Gear Location - Unknown,Gear Material - Buoy,Gear Material - Rope,Gear Material - Trap,Gear Material - Monofilament,Gear Material - Net,Gear Material - Other,Gear Material - Unknown
20100507Er,HMSC10-05-07-ER,5/7/10,USA,Oregon,Lincoln,"10 miles NW of Newport, about 3 miles offshore",44.77700043,-124.163002,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20100511Er,"""Lily"" (Other); CDPR-DSB-2010001 (Other)",5/11/10,USA,California,Orange,Dana Point,,,Alive/Dead,Gray Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
20100513Mn,CRC-1038??????,5/13/10,USA,Washington,Jefferson,DESTRUCTION ISLAND,,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20100801Mn,,8/1/10,USA,California,Monterey,500 YARDS OFFSHORE CARMEL TO PACIFIC GROVE,,,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Net,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
20100816Mn,HMSC10-08-17-MN (Stranding Field Number),8/16/10,USA,Oregon,Lincoln,"Newport, about 15 miles sw of Newport in the south end of the Stonewall Ban",44.52299881,-124.3649979,Dead,Humpback Whale,Female,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20100817Er,,8/17/10,USA,California,Mendocino,1.5 MILES OFFSHORE NAVARRO RIVER,,,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
20100817Mn,,8/17/10,USA,California,Mendocino,"1 MILE SOUTH OF ELK, OFFSHORE",39.09999847,-123.7170029,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20100823Mn,,8/23/10,USA,California,Humboldt,7  MILES OFFSHORE EUREKA,,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20100824Mn,,8/24/10,USA,California,Monterey,"OFFSHORE, 9 MILES WEST OF MOSS LANDING",36.75,-121.9499969,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
20101205Pm_2,,12/5/10,USA,California,San Diego,"OFF MEXICO, WITHIN US EEZ",31.95549965,-119.6009979,Alive,Sperm Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
20101205Pm_1,,12/5/10,USA,California,San Diego,"OFF MEXICO, WITHIN US EEZ",31.95549965,-119.6009979,Dead,Sperm Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
20110510Mn,,5/10/11,USA,California,Monterey,~5nmi NW of Point Pinos in Monterey Bay,36.70399857,-122.0070038,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
20110713Er,,7/13/11,USA,California,San Luis Obispo,"Avila Beach, PORT SAN LUIS BETWEEN 2 PIERS",35.16999817,-120.7480011,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20110716Mn,,7/16/11,USA,California,San Mateo,APPROXIMATELY 11 NMI OFF HALF MOON BAY,37.52399826,-122.7570038,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20110731Bp,,7/31/11,USA,California,Marin,33 NM WEST OF BODEGA HEAD,38.31900024,-123.7689972,Alive,Fin Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20110814Mn,,8/14/11,USA,Washington,Grays Harbor,~ 20 miles off Westport,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20110820Mn,,8/20/11,USA,Washington,Snohomish,"Possession Bar, Mukilteo",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20110825Er,,8/25/11,USA,California,San Mateo,3 MILES S OF PILLAR POINT HARBOR MOUTH,37.52099991,-122.7350006,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20110825Mn,,8/25/11,USA,Washington,San Juan,False Bay off the west side of San Juan Island,,,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,RecDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20111218Ba,,12/18/11,USA,California,San Diego,Offshore near Mexico/US border,32.00500107,-119.6719971,Alive,Minke Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20120324Er,"""BART"" (Other)",3/24/12,USA,California,Orange,"Dana Point, inside Dana Harbor",33.45700073,-117.6900024,Alive/Dead,Gray Whale,Female,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
20120328Er,"""Nelson"" (Other)",3/28/12,USA,California,Orange,LAGUNA BEACH,33.59700012,-117.901001,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20120417Er,"""June"" (Other)",4/17/12,USA,California,Orange,Laguna Beach,33.54000092,-117.788002,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20120428Er,,4/28/12,USA,California,Mendocino,"Nearshore off Ocean Meadows, just north of Noyo, Fort Bragg",39.55599976,-123.7669983,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20120505Er,,5/5/12,USA,California,Monterey,Monterey Bay,36.79100037,-121.939003,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20120508Er,,5/8/12,USA,California,Humboldt,"Eureka, mouth of Humboldt Bay",40.76800156,-124.2429962,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20120511Er,,5/11/12,USA,California,Marin,"DILLON BEACH, ESTERO DE SAN ANTONIO",38.26900101,-122.9869995,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
20120513Er,,5/13/12,USA,California,Monterey,"Monterey, LOVER'S POINT HEADING TOWARDS POINT PINOS",36.54999924,-121.9000015,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20120513Mn,,5/13/12,USA,California,Monterey,"NEAR POINT PINOS, MONTEREY",36.70299911,-121.9580002,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20120519Er,,5/19/12,USA,Oregon,Curry,"GOLD BEACH, OR; NEAR SHORE IN APPROXIMATELY 50 FEET OF WATER NORTH AND WEST",,,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20120608Mn,,6/8/12,USA,California,Monterey,"MONTEREY HARBOR, NEAR LOVER'S POINT AND HOPKIN'S MARINE LAB",36.61000061,-121.8860016,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
20120712Mn,,7/12/12,USA,Oregon,Tillamook,Netarts,45.4343338,-124.140831,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20120831Er,LACM-DSJ-2337 (Stranding Field Number),8/31/12,USA,California,San Diego,"IMPERIAL BEACH PIER, JUST OUTSIDE THE WAVES",33.72299957,-118.336998,Alive/Dead,Gray Whale,Female,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
20121013Er,,10/13/12,USA,California,Mendocino,"FORT BRAGG, MACKERRICHER STATE PARK, JUST OUTSIDE THE SURF ZONE",39.51599884,-123.7819977,Alive,Gray Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
20130308Er,,3/8/13,USA,Washington,Clallam,"First Sighting 48 17.43 N, -124 50.17 W;  Secondary Location 48 19.00N, -124",48.29050064,-124.8361969,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20130328Er,,3/28/13,USA,California,Los Angeles,"3 MILES SOUTH OF ANGEL'S GATE, PORT OF LOS ANGELES",33.6590004,-118.2549973,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Fishery,,,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
20130413Er,,4/13/13,USA,California,Santa Barbara,SANTA BARBARA POINT,34.34400177,-119.788002,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20130418Er,,4/18/13,USA,California,San Francisco,"SAN FRANCISCO, NEAR CLIFF HOUSE RESTAURANT",37.77899933,-122.5169983,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20130625Er_1,HSU20130626-CV9,6/25/13,USA,California,Humboldt,Ferndale Centerville Beach; 1.5 miles south of Eel River mouth,40.61700058,-124.3280029,Dead,Gray Whale,Male,Juvenile,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
20130625Er_2,,6/25/13,USA,California,Marin,Point Reyes,,,Dead,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
20130627Er,PCFG whale,6/27/13,USA,Oregon,Curry,"Langlois, south of new river",42.91438293,-124.5018082,Dead,Gray Whale,Male,Yearling,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
20130716Er,TMMC-C-390,7/16/13,USA,California,Marin,"Point Reyes, South Beach, 500 yards S of of main",38.0379982,-122.9940033,Dead,Gray Whale,Male,Subadult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20130823Uu,,8/23/13,USA,Oregon,Curry,Port Orford,,,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
20130904Er,819,9/4/13,USA,Washington,Clallam,"1st Sighting - Cape Flattery, followed South to Wa'atch Point; 2nd Sight, Seal Rock (48.3617, -124.5567)",,,Alive,Gray Whale,Female,Juvenile,Confirmed Entangled,Fishery,Confirmed,TribalDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20131023Er,,10/23/13,USA,California,Santa Barbara,SW of San Miguel Island,33.55199814,-120.7949982,Dead,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,DriftGillnet,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
20140105Er,,1/5/14,USA,California,Monterey,Cypress Point,36.58000183,-121.9789963,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20140304Uu,,3/4/14,USA,Oregon,Tillamook,Cape Lookeout State Park,45.33399963,-124.0830002,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20140427Mn,,4/27/14,USA,California,Monterey,MONTEREY BAY,36.79800034,-121.9309998,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
20140501Mn,,5/1/14,USA,California,Monterey,MONTEREY BAY,36.79800034,-121.9309998,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
20140506Mn_2,CRC-ENT-MN-20140506,5/6/14,USA,Washington,Grays Harbor,"Entrance to Grays Harbor, WA @  46 56.6 N and -124 17.0 W",46.94300079,-124.2829971,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20140522Mn,,5/22/14,USA,California,San Diego,"1 MILE OFF THE WEST SIDE OF SAN CLEMENTE ISLAND, SOUTH OF FLASHER ROAD,",32.8526001,-118.5360031,Dead,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20140527Er,,5/27/14,USA,Oregon,Curry,"Gold Beach; Nesika Beach, 33622 Ofir Road",42.52299881,-124.4110031,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20140528Er,Calf of CRC-554 (Cascadia Research),5/28/14,USA,Oregon,Lincoln,"Otter Rock, NEAR DEPOE BAY; off Otter Crest and Cape Foulweather",44.76200104,-124.072998,Alive,Gray Whale,Unknown,Calf,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20140605Mn,,6/5/14,USA,California,Santa Barbara,"Santa Barbara, 18NM SOUTH OF SANTA BARBARA IN EASTBOUND SHIPPING LANE",34.10499954,-119.6100006,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
20140719Mn,,7/19/14,USA,California,San Diego,3NM OFF OCEANSIDE,33.20899963,-117.4609985,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No
20140724Er,,7/24/14,USA,California,San Diego,"San Diego, in the surf",,,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20140828Mn,,8/28/14,USA,California,Monterey,Moss Landing,,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
20140902Er,,9/2/14,USA,California,Los Angeles,Long Beach,33.71500015,-118.1520004,Alive,Gray Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
20140911Er,,9/11/14,USA,California,San Diego,6 NM OFF OCEANSIDE,33.12799835,-117.5230026,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20140912Mn,,9/12/14,USA,California,Monterey,Moss Landing,36.79499817,-121.8420029,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20140913Mn,,9/13/14,USA,California,Monterey,Moss Landing,36.79499817,-121.8420029,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
20140919Mn,,9/19/14,USA,Oregon,Lincoln,Seal Rock,44.50400162,-124.5449982,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20140920Mn_2,,9/20/14,USA,Washington,Clallam,La Push,47.83599854,-125.0210037,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20140920Mn_1,,9/20/14,USA,California,Monterey,"Moss Landing, MONTEREY BAY",36.79100037,-121.8310013,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
20140921Mn,,9/21/14,USA,California,Monterey,"MONTEREY BAY, CA",36.79100037,-122.9869995,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComSpotPrawn,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20141011Mn,,10/11/14,USA,Oregon,Lincoln,"NEWPORT, OR 45d  51.9"" N x 124d 42.3"" W",45.86500168,-124.7050018,Dead,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Sablefish,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
20141024Mn,,10/24/14,USA,California,Monterey,"28 NM WSW OF MOSS LANDING, CA",36.71699905,-122.3499985,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Other,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
20141111Mn,,11/11/14,USA,California,Monterey,"MONTEREY, CA",,,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150108Mn,,1/8/15,USA,California,Monterey,"Moss Landing, 5 nm off Moss Landing",36.74399948,-121.8740005,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20150119Mn,,1/19/15,USA,California,Monterey,"Moss Landing,",36.75500107,-121.8700027,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150202Er,,2/2/15,USA,California,Los Angeles,"Palos Verdes, 2 miles west of Rocky Pt, near PV 10 buoy?",33.77700043,-118.4700012,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Gillnet,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
20150207Bp,,2/7/15,USA,California,Orange,"Dana Point, 2.5 nm west of Dana Point Harbor",33.45399857,-117.7310028,Alive,Fin Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
20150216Mn,,2/16/15,USA,California,Monterey,"Moss Landing,",36.80899811,-121.8639984,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
20150217Mn,CRC-15695,2/17/15,USA,California,Monterey,"Moss Landing, where gear was set",36.8030014,-121.8330002,Alive,Humpback Whale,Unknown,Juvenile,Confirmed Entangled,Fishery,Confirmed,RecDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150226Er,,2/26/15,USA,California,Santa Barbara,"Santa Barbara, 0.5 nm north of oil platform Hermosa,  8 nm from Pt Conception",34.45600128,-120.6409988,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20150301Uu,,3/1/15,USA,California,Ventura,Port Hueneme,34.14300156,-119.1999969,Dead,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20150307Er,,3/7/15,USA,California,Orange,"San Clemente, 1 mile off San Clemente Pier",33.37200165,-117.6439972,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20150311Er,,3/11/15,USA,California,San Luis Obispo,"San Simeon, off san simeon north of Morro Bay",35.75,-121.4169998,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20150316Er,,3/16/15,USA,California,Orange,Dana Point,33.43899918,-117.6959991,Alive,Gray Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
20150319Er,,3/19/15,USA,Washington,Jefferson,"Marrowstone Island, Marrowstone Point",48.10160065,-122.6521988,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,,,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
20150323Mn,,3/23/15,MEX,,,"Los Cabos, Mexico",23.04999924,-109.5189972,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20150326Mn,,3/26/15,USA,California,Santa Cruz,"Santa Cruz, 2 mile outside of Santa Cruz Harbor, 1.5 miles south of Soquel",36.93500137,-121.9720001,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Unknown,Unconfirmed,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
20150417Oo,Alaskan Transient; TMMC-C-452,4/17/15,USA,California,Mendocino,McKerricher State Park,39.50240326,-123.795784,Dead,Killer Whale,Male,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
20150503Uu,,5/3/15,USA,California,Monterey,"Cypress, off Cypress by red buoy; foggy and overcast",36.58800125,-122.0370026,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
20150509Uu,,5/9/15,USA,California,Mendocino,"Ft Bragg, 1 mile away from Noyo River",39.42900085,-123.8290024,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150514Mn,,5/14/15,USA,California,Monterey,Moss Landing,36.80899811,-121.8130035,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150516Mn,,5/16/15,USA,California,Santa Barbara,"Santa Barbara, 12 miles off Santa Barbara",34.22499847,-119.8239975,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
20150521Er,,5/21/15,USA,Oregon,Curry,"Brookings, .25 nm south of the mouth of Chetco River in Brookings, Oregon",42.0359993,-124.2750015,Alive,Gray Whale,Unknown,Adult,Confirmed Entangled,Unknown,Unconfirmed,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150528Mn,,5/28/15,USA,California,Orange,Dana Point,33.43899918,-117.6959991,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,,Other,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
20150528Uu,,5/28/15,USA,California,Santa Barbara,"Ventura, 10 miles west of Channel Islands Harbor, Platform Gina",33.96709824,-119.0159988,Alive,Unknown,Unknown,Unknown,Confirmed Entangled,Unknown,,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
20150609Mn,,6/9/15,USA,California,Monterey,"Pt Pinos Area, north of the green grass at the lighthouse. Estimated that it is only 50 feet of water.",36.64500046,-121.913002,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20150621Mn,,6/21/15,USA,California,Santa Cruz,"Santa Cruz, 1 mile south of Santa Cruz Harbor, 200 meters east of the SC mi",36.94300079,-122.0130005,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,Unconfirmed,,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
20150625Mn,CRC-12093 (Cascadia Research); Swoosh (HappyWhale),6/25/15,USA,California,Monterey,Monterey Bay,36.97700119,-122.1920013,Alive,Humpback Whale,Unknown,Adult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150627Mn,,6/27/15,CAN,,,"West side of Vancouver Island, British Columbia near Cape Beale.",42.7052002,-125.4169998,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
20150703Mn,,7/3/15,USA,California,Monterey,Monterey Bay,36.79600143,-121.8160019,Alive,Humpback Whale,Unknown,Subadult,Confirmed Entangled,Fishery,Confirmed,ComDungCrab,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
20150707Mn,,7/7/15,USA,Washington,Clallam,"La Push, 8 miles off La Push",47.9620018,-124.8349991,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Fishery,Confirmed,Net,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
20150712Mn,,7/12/15,USA,California,Mendocino,"Fort Bragg, 14 MILES DUE WEST OF NOYO HARBOR",39.55599976,-124.0899963,Alive,Humpback Whale,Unknown,Unknown,Confirmed Entangled,Unknown,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
