National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
SW-2007-1079409,TMMC-C-234,"Whale, gray",CA,Marin,,"GOLDEN GATE NATIONAL RECREATION AREA WEST OF GOLDEN GATE BRIDGE, NEAR POINT DIABLO & KIRBY COVE",37.825,decimal degrees,-122.49299,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,Y,N,Y,N,N,,,,6/1/07,Floating,Advanced Decomposition,N,6/1/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,950,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,FOUR PROPELLER WOUNDS,
SW-2007-1080195,LACM-DSJ-2226,"Whale, fin",CA,Orange,SEAL BEACH,"BOLSA CHICA STATE BEACH, END OF WARNER AVENUE",33.42.39,decimal degrees,118.03.56,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,,N,N,N,N,,,,6/13/07,Beach or Land,Moderate Decomposition,N,6/13/07,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1435,cm,actual,,,,N,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2007-1081571,HSU200706221,"Whale, gray",CA,Mendocino,,JUG HANDLE STATE RESERVE,39.376933,decimal degrees,-123.819313,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,6/22/07,Beach or Land,Advanced Decomposition,N,6/24/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2007-1081697,TMMC-C-239,"Whale, gray",CA,Marin,,"POINT REYES NATIONAL SEASHORE, CHIMNEY ROCK NEAR THE BOATHOUSE",37.993,decimal degrees,-122.973,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,6/25/07,Floating,Fresh Dead,N,6/30/07,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,609.6,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2007-1086845,LACM-DSJ-2231,"Whale, blue",CA,Los Angeles,LONG BEACH,"LONG BEACH HARBOR, WEST BASIN",33.74722,decimal degrees,-118.22083,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,9/8/07,Beach or Land,Moderate Decomposition,N,9/8/07,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,2195,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2007-1070475,SBMNH-2007-19,"Whale, blue",CA,Ventura,,HOBSON COUNTY PARK,34.3372,decimal degrees,-119.41,decimal degrees,Y,Y,N,N,,N,,,,,,,INTERNAL EXAM,N,CBD,N,N,,N,,,EXTERNAL EXAM,9/11/07,Floating,Moderate Decomposition,N,9/14/07,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,2400,cm,actual,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,,9/15/07,SHIP STRIKE DETERMINED BY EXCESSIVE VERTEBRAL DAMAGE; DORSAL AND LATERAL PROCESSES BROKEN OFF LUMBAR AND CAUDAL VERTEBRATE; VERTEBRAL COLUMN WAS SEVERED IN LUMBAR/CAUDAL REGION; HEMATOMA EXTENDED FROM DORSAL FIN CRANIALLY TO JUST ABOUT FRONT FLIPPER ON LEFT LATERAL SIDE,
SW-2007-1070579,SBMNH-2007-20,"Whale, blue",CA,Ventura,,SOUTH OF PLATFORM GRACE,34.162317,decimal degrees,-119.466933,decimal degrees,Y,Y,N,N,,N,,,,,,,EXTERNAL EXAM,N,N,N,N,,N,,,EXTERNAL EXAM,9/19/07,Beach or Land,Fresh Dead,N,9/22/07,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,2120,cm,actual,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,,9/22/07,FRACTURED RIBS; CERVICAL VERTEBRAE; THROACIC VERTEBRAE AND SKULL,
SW-2007-1087179,TMMC-C-246,"Whale, humpback",CA,San Mateo,PACIFICA,"ESPLANADE BEACH, 1 MILE NORTH OF THE PIER",37.654,decimal degrees,-122.493,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,Y,N,N,N,Y,KILLER WHALE PREDATION,Predation,,9/30/07,Beach or Land,Advanced Decomposition,N,9/30/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,900,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,9/30/07,,
SW-2007-1087289,LACM-DSJ-2232,"Whale, gray",CA,Los Angeles,SAN PEDRO,LOS ANGELES HARBOR BETWEEN PIER 400 & ANGELS GATE LIGHTHOUSE,,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,10/7/07,Floating,Moderate Decomposition,N,10/7/07,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,312,in,estimate,,,,N,N,N,N,Y,,,N,,,N,N,N,N,,N,,,CARCASS FLOATING IN LOS ANGELES HARBOR; PROPELLER WOUNDS TO VENTRUM,
SW-2007-1087349,TMMC-C-249,"Whale, humpback",CA,Marin,,"WILDCAT CANYON BEACH, POINT REYES NATIONAL SEASHORE",37.974,decimal degrees,-122.795,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,Y,N,Y,N,N,,,,10/11/07,Beach or Land,Advanced Decomposition,N,10/13/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1245,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,10/13/07,FRACTURED SKULL; MULTIPLE SHARK BITES OVER 1/3 OF EXPOSED BODY; CARCASS FIRST SIGHTED FLOATING 10 MILES OFFSHORE SHELTER COVE ON 10/9/07,
SW-2007-1087361,TMMC-C-248,"Whale, humpback",CA,San Mateo,DALY CITY,"END OF WESTLINE ROAD, JUST SOUTH OF MUSSEL ROCK",37.666,decimal degrees,-122.495,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,10/11/07,Beach or Land,Condition Unknown,N,10/11/07,Condition Unknown,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1310,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"POSSIBLE ENTANGLEMENT SCAR ACROSS THROAT GROOVES; RESIGHTED 10/23/07 OFF SHORE LANDS END IN SAN FRANCISCO & 10/24/07 ALONG EXPLANADE IN PACIFICA, SAN MATEO COUNTY; FULL NECROPSY REPORT NOT CONDUCTED BUT SAMPLES WERE TAKEN",
SW-2007-1072169,SBMNH-2007-25,"Whale, blue",CA,Santa Barbara,SAN MIGUEL ISLAND,WEST END OF SIMONTON COVE,34.0648,decimal degrees,-120.3715,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,11/30/07,Beach or Land,Advanced Decomposition,N,12/1/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,2195,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,RIGHT PECTORAL FIN CLEANLY CUT PROBABLY FROM BOAT PROPELLER; FETUS EXPELLED FROM FEMALE ON BEACH; MALE FETUS WAS 382 CM AND WAS LOCATED AT 34.036 LATITUDE AND 120.3726 LONGITUTUE,
SW-2007-1087721,NONE-ASSIGNED,"Whale, humpback",CA,Santa Barbara,,SAN NICHOLAS ISLAND,,decimal degrees,,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,12/14/07,Beach or Land,Advanced Decomposition,N,12/14/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1087983,NONE-ASSIGNED,UNIDENTIFIED WHALE,CA,San Francisco,,BETWEEN PIER 50 & SAN FRANCISCO OAKLAND BAY BRIDGE,,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,1/2/08,Swimming,Alive,N,1/2/08,Alive,Y,N,N,N,N,N,N,,,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,TUGBOAT COLLIDED WITH FREE SWIMMING WHALE; FINAL STATUS UNKNOWN,UNKNOWN,UNKNOWN,10,cm,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,NA,,,,
SW-2008-1088523,HSU-VM-2673,"Whale, sperm",CA,Del Norte,CRESCENT CITY,NORTH END OF SOUTH BEACH OFF HIGHWAY 101,41.744458,decimal degrees,-124.17321,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,2/1/08,Beach or Land,Moderate Decomposition,N,2/1/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,440,in,estimate,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,limited,2/1/08,MONOFILAMENT FISHING GEAR IN STOMACH.,
SW-2008-1073951,SBMNH-2008-02,"Whale, gray",CA,Ventura,RINCON,SEA COLONY GATED COMMUNITY,34.33821,decimal degrees,-119.41263,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,2/4/08,Beach or Land,Advanced Decomposition,N,2/4/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1380,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1088663,LACM-JPD-458,"Whale, gray",CA,Orange,HUNTINGTON BEACH,"HUNTINGTON CITY BEACH, TOWER 17 (1/4 MILE NORTH OF BEACH BOULEVARD)",33.647848,decimal degrees,-117.990956,decimal degrees,Y,Y,N,N,,N,,,Y,Y,N,N,,N,Y,N,Y,N,N,,,,2/7/08,Beach or Land,Moderate Decomposition,N,2/11/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,517,cm,actual,1000,kg,estimate,Y,N,N,Y,N,,,N,,,N,N,N,N,,N,,,EXTERNAL EXAMINATION INDICATED THAT THE ANIMAL HAD BEEN HIT BY A BOAT OR SHIP BASED ON PROPELLER WOUNDS ON THE LEFT DORSO-LATERAL SURFACE FROM MID-BODY TO THE TAIL STOCK; INTERNAL EXAMINATION FURTHER INDICATED A BOAT COLLISION BASED UPON INTERNAL MULTIPLE FRACTURES IN THE CRANIUM AND DEEP BRUISING ON THE RIGHT SIDE OF THE HEAD NEAR THE BLOWHOLE,
SW-2008-1088957,HSU-VM-2675,"Whale, sperm",CA,Humboldt,PETROLIA,"KING RANGE NATIONAL CONSERVATION AREA, MOUTH OF MATTOLE RIVER, AT LIGHTHOUSE ROAD",40.28861,decimal degrees,-124.355542,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,2/25/08,Beach or Land,Moderate Decomposition,N,2/25/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1084,cm,actual,,,,Y,Y,Y,N,N,,,N,,,N,N,N,N,,Y,limited,2/25/08,CARCASS BLOATED; TONGUE PROTRUDING FROM MOUTH; STOMACH EMPTY; VANDALS REMOVED SOME TEETH FROM LOWER JAW AT GUM LINE PRIOR TO ARRIVAL OF SCIENTIFIC PERSONNEL,
SW-2008-1089089,NONE-ASSIGNED,"Whale, gray",CA,San Diego,,"12 MILES OFFSHORE, BETWEEN SAN DIEGO & CABO SAN LUCAS, MEXICO",,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,3/1/08,Floating,Fresh Dead,N,3/1/08,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,CARCASS BROUGHT INTO PORT OF CABO SAN LUCAS ON BOW OF CRUISE SHIP; COLLISION OCCURRED BETWEEN PORTS OF SAN DIEGO & CABO SAN LUCAS BETWEEN 5:00 P.M. ON 2/28/08 & 7:20 A.M. ON 3/1/08,
SW-2008-1089227,NONE-ASSIGNED,"Whale, gray",CA,Los Angeles,RANCHO PALOS VERDES,TRUMP BEACH,,decimal degrees,,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,3/6/08,Beach or Land,Moderate Decomposition,N,3/6/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,360,in,estimate,,,,N,N,Y,N,N,,,N,,,N,N,N,N,,N,,,CARCASS BURIED PRIOR TO ARRIVAL OF SCIENTIFIC PERSONNEL,
SW-2008-1089233,SWR-20080307,"Whale, humpback",CA,Monterey,,"BIG SUR AREA, 100 YARDS OFFSHORE",36.12,decimal degrees,-121.46,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,3/7/08,Beach or Land,Moderate Decomposition,N,3/7/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,1,cm,estimate,,,,N,Y,N,N,N,,,N,,,N,N,N,N,,N,,,CARCASS FLOATING OFFSHORE,
SW-2008-1089541,CAS-RB-5951,"Whale, sperm",CA,Marin,,"POINT REYES NATIONAL SEASHORE, TOMALES POINT, AT DRIFTWOOD BEACH",38.196,decimal degrees,-122.963,decimal degrees,Y,N,N,Y,Unknown Fishery,Y,MARINE DEBRIS INGESTION/NET DEPREDATION,,Y,N,Y,N,,Y,N,N,N,N,N,,,,3/15/08,Beach or Land,Moderate Decomposition,N,3/16/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,1560,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,3/16/08,STOMACH CRAMMED WITH NETS OF DIFFERING TYPE & SEVERAL PLASTIC TARPS; ROPE MARKS ON PECTORAL FIN,
SW-2008-1089817,LACM-DSJ-2238,"Whale, gray",CA,Orange,HUNTINGTON BEACH,"HUNTINGTON STATE BEACH, BEACH BOULEVARD",33.38.49,decimal degrees,117.59.21,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,3/24/08,Beach or Land,Advanced Decomposition,N,3/24/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,462,cm,estimate,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,STILLBORN CALF,
SW-2008-1090587,LACM-DSJ-2239,"Whale, gray",CA,Orange,HUNTINGTON BEACH,"HUNTINGTON CITY BEACH, SOUTH OF HUNTINGTON BEACH PIER",33.39.16,decimal degrees,118.00.04,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,4/11/08,Beach or Land,Advanced Decomposition,N,4/11/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,458,cm,actual,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1092401,CAS-KGS-009,"Whale, killer",CA,Marin,,"POINT REYES NATIONAL SEASHORE, NORTH BEACH, APPROXIMATELY 0.5 MILES NORTH OF PARKING LOT",38 05.140,decimal degrees,122 58.343,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,5/4/08,Beach or Land,Moderate Decomposition,N,5/4/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,234,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,ALL INTERNAL ORGANS SCAVENGED; UNABLE TO DTERMINE SEX; NO EXTERNAL SIGNS OF HUMAN INTERACTION; ROSTRUM & MANDIBLES BADLY DAMAGED,
SW-2008-1092537,CAS-Er-08May08-MEF,"Whale, gray",CA,San Francisco,SAN FRANCISCO,"PORT OF SAN FRANCISCO, UNDER PIER 27",37.805748,decimal degrees,-122.400778,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,5/8/08,Beach or Land,Moderate Decomposition,N,5/8/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,330,in,actual,,,,Y,N,N,N,Y,37 32,123 25,N,,,N,N,N,N,,N,,,,
SW-2008-1085073,LML-MN-2008MAY27,"Whale, humpback",CA,Santa Cruz,,PAJARO DUNES,36.85475,decimal degrees,-121.81371,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,Y,N,Y,N,N,MINOR BRUISING - VENTRAL THROAT GROOVES,,,5/26/08,Floating,Moderate Decomposition,N,5/27/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1240,cm,actual,,,,Y,Y,N,N,Y,,,N,,,N,N,N,N,,N,,,"SANCTUARY CRUISES CALLED INTO NOAA ON MAY 26, WE GOT CALL ON MAY 27; MINOR BRUISING TO VENTRAL THROAT GROOVES",
SW-2008-1183202,SBMNH-2008-23,"Whale, minke",CA,Santa Barbara,Carpinteria,Venoco pier,34.3841,decimal degrees,-119.50807,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,6/21/08,Floating,Fresh Dead,N,6/21/08,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,610,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1097337,SBMNH-2008-17,"Whale, minke",CA,Santa Barbara,CARPINTERIA,VENOCO PIER,34.3841,decimal degrees,-119.50807,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,6/26/08,Floating,Fresh Dead,N,6/27/08,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,240,in,estimate,3200,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1097007,NONE-ASSIGNED,"Whale, humpback",CA,Monterey,,OFF POINT PINES,,decimal degrees,,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,8/10/08,,Alive,N,8/10/08,Alive,Y,N,N,N,N,N,N,,,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,FREE-SWIMMING WHALE WITH NECROTIC FLUKES; FLUKES HANGING FROM CAUDAL PEDUNCLE BY CONNECTIVE TISSUE; SUSPECTED OLD ENTANGLEMENT OR SHIP STRIKE WOUND; ANIMAL APPEARS VERY WEAK; FINAL STATUS UNKNOWN,
SW-2008-1096351,NONE-ASSIGNED,UNIDENTIFIED WHALE,CA,Mendocino,,MATTOLE BEACH NEAR PUNTA GORDA LIGHTHOUSE,,decimal degrees,,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,9/8/08,,Advanced Decomposition,N,9/8/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1095997,LACM-DSJ-2251,"Whale, fin",CA,Los Angeles,LONG BEACH,LONG BEACH HARBOR,33.44.27,decimal degrees,118.12.07,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,10/19/08,,Moderate Decomposition,N,10/20/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,YEARLING,456,in,estimate,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,N,,,,
SW-2008-1083541,SBMNH-2008-32,"Whale, humpback",CA,San Luis Obispo,San Simeon,2ND BEACH NORTH OF PIEDRAS BLANCAS LIGHTHOUSE,,decimal degrees,,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,Y,N,Y,N,Y,SUSPECTED KILLER WHALE ATTACK,Predation,,11/4/08,Beach or Land,Moderate Decomposition,N,11/4/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,930,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,TONGUE MISSING; DAMAGED GULAR REGION; RAKE MARKS,
SW-2008-1094981,NONE-ASSIGNED,"Whale, blue",CA,Los Angeles,,23 MILES SOUTH OF SAN CLEMENTE ISLAND,32.448056,decimal degrees,-118.465278,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,11/17/08,Floating,Moderate Decomposition,N,11/17/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,780,in,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
SW-2008-1094373,NONE-ASSIGNED,UNIDENTIFIED WHALE,CA,Los Angeles,SAN PEDRO,6 MILES OFF AVALON CATALINA ISLAND,33.405278,decimal degrees,-118.239444,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,12/7/08,Swimming,Alive,N,12/7/08,Alive,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,660,in,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,NA,,,,
SW-2009-1091877,HSU-VM-2736,"Whale, fin",CA,Humboldt,MAD RIVER BEACH,3.25 MILES SOUTH OF MAD RIVER BEACH PARKING LOT,40.891666,decimal degrees,-124.154167,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,1/10/09,Beach or Land,Advanced Decomposition,N,1/12/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1890,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,1/12/09,"MULTIPLE REPORTS FROM BEACH WALKERS AND JOGGERS, LIKELY ON BEACH BEFORE 10 JAN.",
SW-2009-1092117,LACM-DSJ-2252,"Whale, gray",CA,Los Angeles,HERMOSA BEACH,24TH STREET,33 52 12,decimal degrees,118 24 23,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,1/25/09,,Advanced Decomposition,N,1/25/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,N,,,,
SW-2009-1087409,SWFSC-KXD0161,"Whale, fin",CA,San Diego,La Jolla,"SOUTH OF LA JOLLA COVE; OFFSHORE ""HOSPITALS""",32.838611,decimal degrees,-117.2825,decimal degrees,Y,Y,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,2/2/09,Swimming,Alive,N,2/14/09,Advanced Decomposition,N,N,N,N,N,Y,N,,,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,U.S NAVY VESSEL COLLIDED WITH FREE-SWIMMING ANIMAL ON 2/2/09; CARCASS SIGHTED FLOATING 1 MILE OFFSHORE SOUTH OF LA JOLLA COVE ON 2/14/09; CARCASS TOWED TO FIESTA ISLAND FOR DISPOSAL,FEMALE,SUBADULT,1370,cm,actual,,,,Y,N,N,N,N,,,N,,,N,Y,N,N,,N,,,"SPECIES ID AND SEX DETERMINED VIA GENETICS; APPROXIMATELY 4 FOOT LONG GASH RUNNING FROM MID-DORSAL TO LEFT LATERAL SURFACE, EXTENDING INTO BLUBBER; WOUND MATCHES THE WOUND PHOTOGRAPHED ON A BALEEN WHALE REPORTED STRUCK BY A SHIP ON FEB 2, 2009 29 MILES OFF SAN CLEMENTE ISLAND (3227N 11809W)",
SW-2009-1093499,NONE-ASSIGNED,UNIDENTIFIED WHALE,CA,Humboldt,,"CAMEL ROCK, 200 FEET TO THE RIGHT OF THE ROCKS",,decimal degrees,,decimal degrees,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,N,,,,3/22/09,,Alive,N,3/22/09,Alive,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,NA,,,,
